Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Field
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
33,Female,Master's,Manager,9,135000.0,Management
27,Male,Bachelor's,Software Engineer,3,80000.0,Engineering
36,Female,PhD,Research Scientist,13,185000.0,Research
25,Male,Bachelor's,Manager,1,60000.0,Management
30,Female,Bachelor's,Marketing Coordinator,5,95000.0,Sales and Marketing
34,Male,PhD,Research Director,12,170000.0,Management
28,Female,Bachelor's,Marketing Analyst,3,65000.0,Data Analyst
32,Male,Bachelor's,Manager,7,120000.0,Management
24,Female,2nd Level,Receptionist,0,25000.0,Other
38,Male,Master's,Marketing Director,14,195000.0,Management
40,Female,Bachelor's,Manager,16,215000.0,Management
27,Male,Bachelor's,Product Designer,2,55000.0,Other
32,Female,PhD,Data Scientist,9,145000.0,Research
29,Male,Bachelor's,Marketing Analyst,4,75000.0,Data Analyst
29,Male,Bachelor's,Sales Associate,2,45000.0,Sales and Marketing
45,Female,Master's,Manager,8,80000.0,Management
37,Male,PhD,Manager,7,90000.0,Management
23,Female,2nd Level,Sales Executive,1,35000.0,Management
41,Male,Bachelor's,Manager,12,120000.0,Management
26,Female,Bachelor's,Manager,4,60000.0,Management
33,Male,Master's,Manager,5,70000.0,Management
28,Female,2nd Level,Sales Representative,3,40000.0,Sales and Marketing
50,Male,PhD,Senior Manager,15,150000.0,Management
35,Female,Bachelor's,Junior Sales Representative,2,35000.0,Sales and Marketing
42,Male,Master's,Director Of Marketing,13,130000.0,Management
27,Female,Bachelor's,Sales Associate,1,35000.0,Sales and Marketing
48,Male,PhD,Sales Director,18,180000.0,Management
31,Female,2nd Level,Manager,4,60000.0,Management
36,Male,Bachelor's,Manager,6,75000.0,Management
25,Female,Master's,Manager,3,50000.0,Management
39,Male,PhD,Manager,10,100000.0,Management
30,Female,2nd Level,Sales Executive,2,40000.0,Management
44,Male,Bachelor's,Manager,11,110000.0,Management
29,Female,Master's,Sales Representative,4,55000.0,Sales and Marketing
47,Male,PhD,Senior Manager,17,170000.0,Management
32,Female,Bachelor's,Junior Sales Representative,3,40000.0,Sales and Marketing
38,Male,Master's,Director Of Marketing,9,95000.0,Management
24,Female,2nd Level,Sales Associate,1,35000.0,Sales and Marketing
40,Male,PhD,Sales Director,14,140000.0,Management
34,Female,Bachelor's,Manager,5,70000.0,Management
26,Male,Master's,Manager,3,50000.0,Management
31,Female,PhD,Manager,6,75000.0,Management
27,Male,2nd Level,Sales Executive,2,40000.0,Management
43,Female,Bachelor's,Manager,12,120000.0,Management
28,Male,Master's,Sales Representative,2,40000.0,Sales and Marketing
46,Female,PhD,Senior Manager,16,160000.0,Management
33,Male,Bachelor's,Junior Sales Representative,4,55000.0,Sales and Marketing
39,Female,Master's,Director Of Marketing,10,100000.0,Management
25,Male,2nd Level,Sales Associate,1,35000.0,Sales and Marketing
41,Female,Bachelor's,Manager,8,80000.0,Management
35,Male,PhD,Manager,7,90000.0,Management
23,Female,Bachelor's,Sales Executive,1,35000.0,Management
42,Male,Master's,Manager,13,130000.0,Management
26,Female,Bachelor's,Manager,4,60000.0,Management
32,Male,Master's,Manager,5,70000.0,Management
27,Female,2nd Level,Sales Representative,3,40000.0,Sales and Marketing
50,Male,PhD,Senior Manager,15,150000.0,Management
36,Female,Bachelor's,Junior Sales Representative,2,35000.0,Sales and Marketing
48,Male,Master's,Director Of Marketing,18,180000.0,Management
31,Female,2nd Level,Sales Associate,2,40000.0,Sales and Marketing
29,Male,Bachelor's,Sales Director,6,75000.0,Management
45,Female,PhD,Manager,12,120000.0,Management
25,Male,Master's,Manager,3,50000.0,Management
37,Female,Bachelor's,Manager,7,90000.0,Management
23,Male,2nd Level,Sales Executive,1,35000.0,Management
41,Female,Bachelor's,Manager,11,110000.0,Management
26,Male,Master's,Sales Representative,3,45000.0,Sales and Marketing
33,Female,PhD,Senior Manager,5,70000.0,Management
28,Male,Bachelor's,Junior Sales Representative,1,30000.0,Sales and Marketing
42,Female,Master's,Director Of Marketing,13,130000.0,Management
27,Male,2nd Level,Manager,4,60000.0,Management
50,Female,Bachelor's,Manager,15,150000.0,Management
35,Male,PhD,Manager,8,80000.0,Management
24,Female,Bachelor's,Sales Executive,1,35000.0,Management
46,Male,Master's,Manager,16,160000.0,Management
29,Female,2nd Level,Sales Representative,2,40000.0,Sales and Marketing
47,Male,PhD,Senior Manager,17,170000.0,Management
31,Female,Bachelor's,Junior Sales Representative,3,40000.0,Sales and Marketing
38,Male,Master's,Director Of Marketing,9,95000.0,Management
25,Female,2nd Level,Sales Associate,1,35000.0,Sales and Marketing
39,Male,Bachelor's,Sales Director,10,100000.0,Management
33,Female,PhD,Manager,5,70000.0,Management
27,Male,Master's,Manager,3,50000.0,Management
43,Female,Bachelor's,Manager,12,120000.0,Management
28,Male,2nd Level,Sales Executive,2,40000.0,Management
31,Male,Bachelor's,Sales Associate,3,50000.0,Sales and Marketing
46,Female,Master's,Manager,14,140000.0,Management
27,Male,2nd Level,Sales Executive,2,40000.0,Management
38,Female,Bachelor's,Manager,10,100000.0,Management
24,Male,PhD,Manager,1,30000.0,Management
33,Female,Master's,Manager,6,75000.0,Management
29,Male,2nd Level,Sales Representative,2,40000.0,Sales and Marketing
50,Female,Bachelor's,Manager,18,180000.0,Management
35,Male,PhD,Senior Manager,8,80000.0,Management
23,Female,Bachelor's,Sales Executive,1,35000.0,Management
41,Male,Master's,Director Of Marketing,12,120000.0,Management
26,Female,2nd Level,Manager,3,45000.0,Management
32,Male,Bachelor's,Sales Director,7,90000.0,Management
27,Female,PhD,Manager,4,55000.0,Management
43,Male,Master's,Manager,16,160000.0,Management
28,Female,Bachelor's,Sales Representative,2,40000.0,Sales and Marketing
47,Male,PhD,Senior Manager,17,170000.0,Management
31,Female,2nd Level,Junior Sales Representative,3,40000.0,Sales and Marketing
38,Male,Master's,Director Of Marketing,9,95000.0,Management
25,Female,2nd Level,Sales Associate,1,35000.0,Sales and Marketing
39,Male,Bachelor's,Manager,11,110000.0,Management
33,Female,PhD,Manager,6,75000.0,Management
27,Male,Master's,Manager,3,50000.0,Management
43,Female,Bachelor's,Manager,12,120000.0,Management
28,Male,2nd Level,Sales Executive,2,40000.0,Management
50,Female,Master's,Manager,15,150000.0,Management
36,Male,Bachelor's,Sales Representative,5,70000.0,Sales and Marketing
48,Female,PhD,Senior Manager,19,190000.0,Management
31,Male,2nd Level,Junior Sales Representative,3,40000.0,Sales and Marketing
29,Female,Bachelor's,Sales Director,6,75000.0,Management
45,Male,Master's,Director Of Marketing,14,140000.0,Management
25,Female,2nd Level,Sales Associate,1,35000.0,Sales and Marketing
41,Male,Bachelor's,Manager,12,120000.0,Management
35,Female,PhD,Manager,8,80000.0,Management
23,Male,Bachelor's,Sales Executive,1,35000.0,Management
42,Female,Master's,Manager,13,130000.0,Management
26,Male,2nd Level,Manager,2,40000.0,Management
32,Female,Bachelor's,Manager,7,90000.0,Management
27,Male,PhD,Sales Representative,4,55000.0,Sales and Marketing
50,Female,Master's,Senior Manager,18,180000.0,Management
36,Male,Bachelor's,Junior Sales Representative,3,45000.0,Sales and Marketing
48,Female,PhD,Director Of Marketing,19,190000.0,Management
31,Male,2nd Level,Sales Associate,3,50000.0,Sales and Marketing
29,Female,Bachelor's,Manager,4,55000.0,Management
45,Male,Master's,Manager,13,130000.0,Management
25,Female,2nd Level,Sales Executive,1,35000.0,Management
41,Male,Bachelor's,Manager,12,120000.0,Management
35,Female,PhD,Senior Manager,9,95000.0,Management
23,Male,Bachelor's,Sales Representative,1,35000.0,Sales and Marketing
42,Female,Master's,Manager,14,140000.0,Management
26,Male,2nd Level,Manager,2,40000.0,Management
32,Female,Bachelor's,Director Of Marketing,8,80000.0,Management
27,Male,PhD,Manager,4,55000.0,Management
50,Female,Master's,Manager,19,190000.0,Management
36,Male,Bachelor's,Sales Director,6,75000.0,Management
48,Female,PhD,Senior Manager,17,170000.0,Management
31,Male,2nd Level,Sales Associate,3,50000.0,Sales and Marketing
29,Female,Bachelor's,Manager,4,55000.0,Management
45,Male,Master's,Manager,13,130000.0,Management
25,Female,2nd Level,Sales Executive,1,35000.0,Management
41,Male,Bachelor's,Manager,12,120000.0,Management
35,Female,PhD,Senior Manager,9,95000.0,Management
23,Male,Bachelor's,Sales Representative,1,35000.0,Sales and Marketing
42,Female,Master's,Manager,14,140000.0,Management
26,Male,2nd Level,Manager,2,40000.0,Management
32,Female,Bachelor's,Director Of Marketing,8,80000.0,Management
27,Male,PhD,Manager,4,55000.0,Management
50,Female,Master's,Manager,19,190000.0,Management
36,Male,Bachelor's,Sales Director,6,75000.0,Management
48,Female,PhD,Senior Manager,17,170000.0,Management
31,Male,2nd Level,Sales Associate,3,50000.0,Sales and Marketing
29,Female,Bachelor's,Manager,4,55000.0,Management
45,Male,Master's,Manager,13,130000.0,Management
25,Female,2nd Level,Sales Executive,1,35000.0,Management
41,Male,Bachelor's,Manager,12,120000.0,Management
35,Female,PhD,Senior Manager,9,95000.0,Management
23,Male,Bachelor's,Sales Representative,1,35000.0,Sales and Marketing
42,Female,Master's,Manager,14,140000.0,Management
26,Male,2nd Level,Manager,2,40000.0,Management
32,Female,Bachelor's,Director Of Marketing,8,80000.0,Management
27,Male,PhD,Manager,4,55000.0,Management
50,Female,Master's,Manager,19,190000.0,Management
36,Male,Bachelor's,Sales Director,6,75000.0,Management
48,Female,PhD,Senior Manager,17,170000.0,Management
31,Male,2nd Level,Sales Associate,3,50000.0,Sales and Marketing
29,Female,Bachelor's,Manager,4,55000.0,Management
45,Male,Master's,Manager,13,130000.0,Management
25,Female,2nd Level,Sales Executive,1,35000.0,Management
41,Male,Bachelor's,Manager,12,120000.0,Management
35,Female,PhD,Senior Manager,9,95000.0,Management
23,Male,Bachelor's,Sales Representative,1,35000.0,Sales and Marketing
42,Female,Master's,Manager,14,140000.0,Management
26,Male,2nd Level,Manager,2,40000.0,Management
32,Female,Bachelor's,Director Of Marketing,8,80000.0,Management
27,Male,PhD,Manager,4,55000.0,Management
50,Female,Master's,Manager,19,190000.0,Management
36,Male,Bachelor's,Sales Director,6,75000.0,Management
48,Female,PhD,Senior Manager,17,170000.0,Management
31,Male,2nd Level,Sales Associate,3,50000.0,Sales and Marketing
29,Female,Bachelor's,Manager,4,55000.0,Management
45,Male,Master's,Manager,13,130000.0,Management
25,Female,2nd Level,Sales Executive,1,35000.0,Management
41,Male,Bachelor's,Manager,12,120000.0,Management
35,Female,PhD,Senior Manager,9,95000.0,Management
23,Male,Bachelor's,Sales Representative,1,35000.0,Sales and Marketing
42,Female,Master's,Manager,14,140000.0,Management
26,Male,2nd Level,Manager,2,40000.0,Management
32,Female,Bachelor's,Director Of Marketing,8,80000.0,Management
27,Male,PhD,Manager,4,55000.0,Management
50,Female,Master's,Manager,19,190000.0,Management
36,Male,Bachelor's,Sales Director,6,75000.0,Management
48,Female,PhD,Senior Manager,17,170000.0,Management
31,Male,2nd Level,Sales Associate,3,50000.0,Sales and Marketing
29,Female,Bachelor's,Manager,4,55000.0,Management
45,Male,Master's,Manager,13,130000.0,Management
25,Female,2nd Level,Sales Executive,1,35000.0,Management
41,Male,Bachelor's,Manager,12,120000.0,Management
35,Female,PhD,Senior Manager,9,95000.0,Management
23,Male,Bachelor's,Sales Representative,1,35000.0,Sales and Marketing
42,Female,Master's,Manager,14,140000.0,Management
26,Male,2nd Level,Manager,2,40000.0,Management
32,Female,Bachelor's,Director Of Marketing,8,80000.0,Management
27,Male,PhD,Manager,4,55000.0,Management
50,Female,Master's,Manager,19,190000.0,Management
37,Male,Master's,Manager,11,110000.0,Management
26,Female,Bachelor's,Sales Representative,2,40000.0,Sales and Marketing
42,Male,PhD,Manager,15,150000.0,Management
33,Female,2nd Level,Sales Executive,4,55000.0,Management
29,Male,Bachelor's,Manager,5,70000.0,Management
45,Female,Master's,Director Of Marketing,16,160000.0,Management
24,Male,2nd Level,Sales Associate,1,35000.0,Sales and Marketing
39,Female,Bachelor's,Manager,10,100000.0,Management
31,Male,PhD,Senior Manager,7,90000.0,Management
27,Female,Master's,Manager,3,50000.0,Management
43,Male,Bachelor's,Manager,14,140000.0,Management
28,Female,2nd Level,Sales Representative,2,40000.0,Sales and Marketing
50,Male,PhD,Manager,18,180000.0,Management
35,Female,Bachelor's,Sales Executive,7,90000.0,Management
23,Male,Bachelor's,Manager,1,35000.0,Management
41,Female,Master's,Director Of Marketing,12,120000.0,Management
26,Male,2nd Level,Manager,3,45000.0,Management
32,Female,Bachelor's,Sales Director,8,80000.0,Management
27,Male,PhD,Manager,4,55000.0,Management
50,Female,Master's,Manager,18,180000.0,Management
